Timestamp,Please provide your workerID,"How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?","How do you think the candidate will perform in the actual election,compared to the red potential outcome?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?",How confident are you about your prediction for question 1,"How likely (or how surprising) do you think the red potential outcome is, given the poll?"
11/27/2018 13:51,A2C7TMRC2QHTIW,More votes,5,4,More votes,6,5,Fewer votes,6,4,More votes,7,5,Fewer votes,5,4,More votes,6,5,Fewer votes,5,4,More votes,4,5,Fewer votes,6,2,More votes,5,5,Fewer votes,6,5,More votes,6,6,Fewer votes,5,3,More votes,4,2,Fewer votes,3,3,More votes,6,4,Fewer votes,5,4,More votes,6,5,Fewer votes,3,3,More votes,4,3,Fewer votes,6,4,More votes,5,4,Fewer votes,5,5,More votes,5,3,Fewer votes,3,4,More votes,1,1,Fewer votes,5,4,More votes,5,4,Fewer votes,6,4,More votes,6,5,Fewer votes,4,5,More votes,2,3,Fewer votes,3,4,More votes,3,3,Fewer votes,6,4,More votes,5,5,,
11/27/2018 13:58,A3RM4V4D9HJS7H,Fewer votes,6,5,Fewer votes,7,5,Fewer votes,6,5,More votes,4,5,More votes,6,4,More votes,7,5,Fewer votes,7,6,More votes,5,7,Fewer votes,5,7,Fewer votes,6,5,More votes,7,5,More votes,5,7,More votes,6,5,Fewer votes,6,5,Fewer votes,6,7,Fewer votes,4,7,More votes,6,5,Fewer votes,5,7,Fewer votes,4,5,Fewer votes,6,5,Fewer votes,4,6,More votes,2,1,Fewer votes,3,2,Fewer votes,4,3,Fewer votes,5,3,More votes,6,4,Fewer votes,6,4,Fewer votes,6,4,Fewer votes,7,6,More votes,1,1,Fewer votes,4,5,Fewer votes,5,7,Fewer votes,6,7,More votes,4,6,More votes,6,4,Fewer votes,5,4,,
11/27/2018 14:00,A3ROADR7T6811,Fewer votes,4,5,Fewer votes,5,3,More votes,5,3,Fewer votes,5,2,More votes,5,3,Fewer votes,4,3,More votes,4,4,Fewer votes,5,3,More votes,5,4,Fewer votes,4,3,More votes,5,3,Fewer votes,5,2,More votes,4,3,Fewer votes,5,3,More votes,5,3,Fewer votes,5,4,More votes,4,2,Fewer votes,5,3,More votes,5,3,Fewer votes,5,3,More votes,5,3,Fewer votes,4,2,More votes,5,3,Fewer votes,5,3,More votes,3,4,Fewer votes,5,2,More votes,5,2,Fewer votes,5,2,More votes,5,2,Fewer votes,5,3,More votes,4,2,Fewer votes,5,3,More votes,5,3,Fewer votes,5,2,More votes,5,3,Fewer votes,5,2,,
11/27/2018 14:09,A1U8RH67FLZW87,More votes,3,3,More votes,3,3,Fewer votes,3,3,More votes,3,3,Fewer votes,3,3,More votes,3,3,Fewer votes,2,3,More votes,3,3,Fewer votes,3,3,More votes,3,3,Fewer votes,3,3,More votes,3,3,Fewer votes,3,3,More votes,3,3,Fewer votes,3,3,More votes,3,3,Fewer votes,3,3,More votes,3,3,Fewer votes,3,3,More votes,3,3,Fewer votes,3,3,More votes,3,3,Fewer votes,3,3,More votes,3,3,Fewer votes,3,3,More votes,2,2,Fewer votes,3,3,More votes,3,3,Fewer votes,4,3,More votes,4,3,Fewer votes,3,3,More votes,3,3,Fewer votes,3,3,More votes,3,3,Fewer votes,3,3,More votes,3,3,,
11/27/2018 14:10,AZ8JL3QNIPY4U,More votes,5,6,More votes,4,6,Fewer votes,6,3,More votes,6,2,Fewer votes,7,1,More votes,7,1,Fewer votes,4,4,More votes,5,3,Fewer votes,6,2,More votes,6,2,Fewer votes,7,1,More votes,6,3,Fewer votes,4,4,More votes,4,3,Fewer votes,6,2,More votes,7,2,Fewer votes,7,1,More votes,6,2,Fewer votes,4,4,More votes,4,5,Fewer votes,7,2,More votes,5,3,Fewer votes,7,1,More votes,7,2,Fewer votes,4,5,More votes,2,6,Fewer votes,7,1,More votes,7,2,Fewer votes,7,1,More votes,7,1,Fewer votes,5,4,More votes,4,4,Fewer votes,7,1,More votes,6,2,Fewer votes,7,1,More votes,7,1,,
11/27/2018 14:10,A1BVG13MHBM1YD,More votes,5,5,Fewer votes,5,4,More votes,5,5,More votes,5,2,Fewer votes,5,2,More votes,5,1,More votes,5,6,More votes,5,4,Fewer votes,4,6,More votes,6,3,Fewer votes,5,3,More votes,6,1,More votes,5,6,More votes,5,5,More votes,5,6,More votes,5,2,Fewer votes,5,5,More votes,6,2,More votes,5,6,More votes,5,6,Fewer votes,4,5,More votes,6,6,Fewer votes,5,6,More votes,6,1,More votes,5,6,More votes,6,6,Fewer votes,5,5,More votes,6,6,Fewer votes,6,6,More votes,7,7,More votes,5,6,More votes,6,6,More votes,5,6,More votes,6,6,Fewer votes,5,5,More votes,6,6,,
11/27/2018 14:10,A2XC9IWFQ3FWUR,Fewer votes,3,3,Fewer votes,3,3,More votes,3,3,More votes,3,3,Fewer votes,3,3,Fewer votes,3,3,Fewer votes,3,4,Fewer votes,3,4,Fewer votes,4,4,Fewer votes,4,6,Fewer votes,4,5,Fewer votes,3,5,Fewer votes,4,6,Fewer votes,3,5,Fewer votes,4,4,Fewer votes,2,4,Fewer votes,4,3,Fewer votes,4,4,Fewer votes,4,4,Fewer votes,4,5,Fewer votes,4,5,Fewer votes,4,5,Fewer votes,5,6,More votes,4,5,Fewer votes,4,6,Fewer votes,4,7,More votes,5,7,Fewer votes,4,4,Fewer votes,4,4,Fewer votes,4,4,Fewer votes,3,4,More votes,4,4,Fewer votes,3,5,Fewer votes,3,3,Fewer votes,4,6,Fewer votes,4,6,,
11/27/2018 14:12,A35H05ZTUL743M,Fewer votes,4,4,More votes,4,4,Fewer votes,4,4,Fewer votes,4,4,More votes,4,4,More votes,4,4,More votes,4,4,More votes,4,4,More votes,1,3,More votes,4,4,More votes,4,4,More votes,4,4,More votes,4,4,More votes,5,4,More votes,3,4,More votes,4,4,Fewer votes,2,5,More votes,2,5,Fewer votes,1,3,More votes,3,5,More votes,3,3,More votes,1,4,Fewer votes,2,5,More votes,2,4,More votes,3,4,More votes,1,4,More votes,2,3,More votes,1,4,More votes,3,7,More votes,2,5,More votes,3,4,Fewer votes,2,5,More votes,3,5,More votes,3,5,More votes,2,5,Fewer votes,4,6,,
11/27/2018 14:13,AAQREZOK13OV7,More votes,3,4,More votes,6,3,Fewer votes,7,1,More votes,6,2,Fewer votes,7,1,More votes,7,1,Fewer votes,3,5,More votes,2,5,Fewer votes,6,2,More votes,6,3,Fewer votes,7,1,More votes,7,1,Fewer votes,3,4,More votes,5,3,Fewer votes,6,3,More votes,6,2,Fewer votes,7,1,More votes,7,1,Fewer votes,3,5,More votes,5,4,Fewer votes,6,5,More votes,6,4,Fewer votes,6,2,More votes,6,2,Fewer votes,3,6,More votes,5,5,Fewer votes,4,5,More votes,5,6,Fewer votes,6,2,More votes,6,2,Fewer votes,2,6,More votes,4,5,Fewer votes,4,5,More votes,6,6,Fewer votes,5,4,More votes,6,4,,
11/27/2018 14:23,ABL3H3O3BI8ZD,More votes,4,4,More votes,4,6,Fewer votes,5,4,More votes,5,4,More votes,3,5,More votes,3,6,Fewer votes,3,5,Fewer votes,5,4,More votes,3,5,More votes,2,6,More votes,5,3,More votes,6,5,More votes,4,3,More votes,4,6,More votes,4,2,More votes,6,5,More votes,3,2,Fewer votes,4,5,More votes,1,1,More votes,2,3,More votes,5,3,More votes,4,5,More votes,4,3,More votes,4,5,Fewer votes,5,6,More votes,4,2,More votes,4,4,More votes,3,3,More votes,6,4,More votes,2,1,More votes,6,5,Fewer votes,3,3,More votes,2,2,More votes,5,4,More votes,2,2,More votes,5,4,,
